time,pos1,vel1,ace1,pos2,vel2,ace2,pos3,vel3,ace3,pos4,vel4,ace4,pos5,vel5,ace5,pos6,vel6,ace6
0.232,-1.77459,-0.243023,-1.0265
0.24,-1.77657,-0.251359,-1.05742
0.248,-1.77862,-0.259942,-1.08833
0.256,-1.78073,-0.268394,-0.995524
0.264,-1.78291,-0.275834,-0.864591
0.272,-1.78514,-0.282227,-0.733658
0.28,-1.78742,-0.287573,-0.602724
0.288,-1.78974,-0.291871,-0.471791
0.296,-1.79209,-0.294518,-0.161147
0.304,-1.79444,-0.294427,0.183896
0.312,-1.79679,-0.291575,0.52894
0.32,-1.7991,-0.285964,0.873983
0.328,-1.80136,-0.277607,1.18228
0.336,-1.80354,-0.26815,1.18216
0.344,-1.80565,-0.258693,1.18203
0.352,-1.80768,-0.249237,1.18191
0.36,-1.80964,-0.239782,1.18178
0.368,-1.81152,-0.230329,1.18165
0.376,-1.81332,-0.221112,1.0929
0.384,-1.81506,-0.212902,0.959711
0.392,-1.81673,-0.205757,0.826526
0.4,-1.81835,-0.199677,0.693341
0.408,-1.81993,-0.194663,0.560156
0.416,-1.82147,-0.190715,0.426971
0.424,-1.82298,-0.187832,0.293787
0.432,-1.82448,-0.185316,0.354788
0.44,-1.82595,-0.182146,0.437501
0.448,-1.82739,-0.178316,0.520214
0.456,-1.8288,-0.173823,0.602927
0.464,-1.83017,-0.168669,0.68564
0.472,-1.8315,-0.162853,0.768353
0.48,-1.83277,-0.156375,0.851066
0.488,-1.834,-0.149236,0.933779
0.496,-1.83516,-0.141661,0.951875
0.504,-1.83626,-0.13401,0.960953
0.512,-1.8373,-0.126286,0.970031
0.52,-1.83828,-0.11849,0.979109
0.528,-1.8392,-0.11062,0.988187
0.536,-1.84005,-0.102679,0.997265
0.544,-1.84084,-0.0946641,1.00634
0.552,-1.84157,-0.086577,1.01542
0.56,-1.84223,-0.0784174,1.0245
0.568,-1.84282,-0.0701851,1.03358
0.576,-1.84335,-0.0618801,1.04266
0.584,-1.84381,-0.0535026,1.05173
0.592,-1.84421,-0.0450524,1.06081
0.6,-1.84453,-0.0365296,1.06989
0.608,-1.84479,-0.0279342,1.07897
0.616,-1.84498,-0.0192661,1.08805
0.624,-1.8451,-0.0105254,1.09712
0.632,-1.84515,-0.00171214,1.1062
0.64,-1.84512,0.00717379,1.11528
 , , , 
0.008,1.65496,0.0237207,2.9743
0.016,1.65525,0.0475887,2.9927
0.024,1.65572,0.071604,3.01111
0.032,1.65639,0.0957665,3.02951
0.04,1.65725,0.120076,3.04792
0.048,1.65831,0.144533,3.06632
0.056,1.65957,0.169137,3.08473
0.064,1.66102,0.193889,3.10314
0.072,1.66267,0.218788,3.12154
0.08,1.66452,0.243834,3.13995
0.088,1.66657,0.269027,3.15835
0.096,1.66883,0.294367,3.17676
0.104,1.67128,0.319855,3.19517
0.112,1.67394,0.34549,3.21357
0.12,1.67681,0.371272,3.23198
0.128,1.67988,0.397201,3.25038
0.136,1.68317,0.423278,3.26879
0.144,1.68666,0.449502,3.28719
0.152,1.69036,0.47552,3.21067
0.16,1.69426,0.500871,3.1269
0.168,1.69837,0.525551,3.04313
0.176,1.70267,0.549561,2.95936
0.184,1.70716,0.572901,2.87559
0.192,1.71184,0.59557,2.79183
0.2,1.71669,0.61757,2.70806
0.208,1.72172,0.639105,2.71881
0.216,1.72692,0.661215,2.80881
0.224,1.7323,0.684046,2.89882
0.232,1.73786,0.707596,2.98882
0.24,1.74362,0.731867,3.07882
0.248,1.74957,0.756857,3.16882
0.256,1.75573,0.781467,2.89861
0.264,1.76207,0.803131,2.51738
0.272,1.76857,0.821745,2.13615
0.28,1.77521,0.837309,1.75492
0.288,1.78196,0.849823,1.37369
0.296,1.78879,0.857531,0.469203
0.304,1.79566,0.857266,-0.535441
0.312,1.80249,0.848964,-1.54008
0.32,1.80922,0.832625,-2.54473
0.328,1.81579,0.808294,-3.44239
0.336,1.82215,0.780756,-3.44202
0.344,1.82828,0.753222,-3.44166
0.352,1.8342,0.72569,-3.44129
0.36,1.83989,0.698161,-3.44092
0.368,1.84537,0.670635,-3.44056
0.376,1.85062,0.6438,-3.18212
0.384,1.85568,0.619894,-2.79434
0.392,1.86055,0.59909,-2.40655
0.4,1.86527,0.581389,-2.01876
0.408,1.86986,0.56679,-1.63098
0.416,1.87435,0.555294,-1.24319
0.424,1.87875,0.546899,-0.855402
0.432,1.8831,0.539573,-1.03302
0.44,1.88738,0.530345,-1.27385
0.448,1.89158,0.519191,-1.51468
0.456,1.89568,0.506111,-1.75551
0.464,1.89967,0.491103,-1.99634
0.472,1.90354,0.474169,-2.23717
0.48,1.90726,0.455308,-2.478
0.488,1.91082,0.434521,-2.71883
0.496,1.91421,0.412468,-2.77152
0.504,1.91742,0.39019,-2.79795
0.512,1.92045,0.3677,-2.82439
0.52,1.9233,0.344999,-2.85082
0.528,1.92597,0.322087,-2.87725
0.536,1.92845,0.298963,-2.90368
0.544,1.93075,0.275628,-2.93011
0.552,1.93286,0.252082,-2.95655
0.56,1.93478,0.228323,-2.98298
0.568,1.93651,0.204354,-3.00941
0.576,1.93805,0.180173,-3.03584
0.584,1.9394,0.15578,-3.06227
0.592,1.94054,0.131177,-3.08871
0.6,1.94149,0.106361,-3.11514
0.608,1.94224,0.0813344,-3.14157
0.616,1.94279,0.0560961,-3.168
0.624,1.94314,0.0306463,-3.19443
0.632,1.94328,0.00498513,-3.22087
0.64,1.94322,-0.0208875,-3.2473
 , , , 
0.008,1.83601,0.000336595,0.042205
0.016,1.83601,0.00067528,0.0424661
0.024,1.83602,0.00101605,0.0427273
0.032,1.83603,0.00135892,0.0429885
0.04,1.83604,0.00170387,0.0432497
0.048,1.83606,0.00205091,0.0435109
0.056,1.83607,0.00240004,0.043772
0.064,1.83609,0.00275126,0.0440332
0.072,1.83612,0.00310457,0.0442944
0.08,1.83614,0.00345997,0.0445556
0.088,1.83617,0.00381746,0.0448167
0.096,1.83621,0.00417704,0.0450779
0.104,1.83624,0.00453871,0.0453391
